DRR015822	DRR015824	0.9063822465929808	3371637	1441436	3101779	1335892	6473416	2642384	
DRR015822	ERR1945610	0.9070288240338107	3371637	1441436	3070429	1323000	6442066	2630424	
DRR015822	ERR2008114	0.9037654117144293	3371637	1441436	3083109	1323456	6454746	2626176	
DRR015822	ERR2486636	0.9080972030669415	3371637	1441436	2969816	1283480	6341453	2592444	
DRR015822	ERR2486638	0.9065875973681801	3371637	1441436	3092701	1331984	6464338	2638772	
DRR015822	ERR2486677	0.9081055280983685	3371637	1441436	2972433	1284496	6344070	2593472	
DRR015822	ERR2486680	0.9050224914599052	3371637	1441436	3224256	1384692	6595893	2689224	
DRR015822	ERR2486703	0.9047921655904251	3371637	1441436	3226996	1386028	6598633	2690228	
DRR015822	ERR2486706	0.9071453744737886	3371637	1441436	3057012	1319540	6428649	2627132	
DRR015822	ERR2486711	0.9090656817229485	3371637	1441436	2921082	1264136	6292719	2574496	
DRR015822	ERR2486712	0.906729122902439	3371637	1441436	3080768	1328532	6452405	2635524	
DRR015822	ERR2486732	0.9040817629086549	3371637	1441436	3267291	1402116	6638928	2705292	
DRR015822	ERR2503944	0.9081443782450279	3371637	1441436	2970470	1283708	6342107	2592740	
DRR015822	ERR2710624	0.9043093137676594	3371637	1441436	3266623	1401048	6638260	2704552	
DRR015822	ERR2710630	0.9075366509508573	3371637	1441436	3023632	1304452	6395269	2612608	
DRR015822	ERR2710638	0.9067013727976823	3371637	1441436	3081553	1327484	6453190	2634436	
DRR015822	ERR2710640	0.9070315990442864	3371637	1441436	3065878	1321028	6437515	2628456	
DRR015822	ERR2710650	0.9065709473053261	3371637	1441436	3103046	1336156	6474683	2642920	
DRR015822	ERR2710664	0.9077780768622401	3371637	1441436	3037182	1309732	6408819	2618236	
DRR015822	ERR2710669	0.9062878962368083	3371637	1441436	3110385	1338720	6482022	2645076	
DRR015822	ERR2710674	0.9103560615941325	3371637	1441436	2815565	1221420	6187202	2533640	
DRR015822	ERR2710680	0.9071287244109346	3371637	1441436	3040289	1311160	6411926	2618728	
DRR015822	ERR2710688	0.9063017712891867	3371637	1441436	3103719	1336028	6475356	2642404	
DRR015822	ERR2710691	0.9069733238242974	3371637	1441436	3071948	1323564	6443585	2630908	
DRR015822	ERR2710696	0.9062629211425273	3371637	1441436	3112105	1339356	6483742	2645676	
DRR015822	ERR2710700	0.9048504408104141	3371637	1441436	3232102	1387184	6603739	2691468	
DRR015822	ERR2710708	0.907564401055614	3371637	1441436	3018135	1302956	6389772	2611152	
DRR015822	ERR2710711	0.9066070224415097	3371637	1441436	3084320	1328480	6455957	2635296	
DRR015822	ERR2710714	0.9067651980386225	3371637	1441436	3071299	1323292	6442936	2630336	
DRR015822	ERR2710732	0.906249046090149	3371637	1441436	3123239	1343968	6494876	2650268	
DRR015822	ERR2710733	0.9059160448330692	3371637	1441436	3161524	1359000	6533161	2664820	
DRR015822	ERR2710736	0.907994527679342	3371637	1441436	2995895	1293360	6367532	2602176	
DRR015822	ERR2710748	0.9074811507413441	3371637	1441436	3022900	1304464	6394537	2612540	
DRR015822	ERR2710753	0.9066847227348284	3371637	1441436	3106923	1336832	6478560	2643760	
DRR015822	ERR2710756	0.9057079190473944	3371637	1441436	3184576	1368100	6556213	2673620	
DRR015822	ERR2710759	0.9061435956920737	3371637	1441436	3110372	1338904	6482009	2645052	
DRR015822	ERR2710781	0.9072924500289988	3371637	1441436	3056074	1317600	6427711	2625404	
DRR015822	ERR2710783	0.9054220929684009	3371637	1441436	3194422	1372436	6566059	2677544	
DRR015822	ERR2710785	0.9065376471796182	3371637	1441436	3090133	1331092	6461770	2637808	
DRR015822	ERR2710791	0.9068734234471735	3371637	1441436	3071798	1323728	6443435	2630928	
DRR015822	ERR2710793	0.9072119747252045	3371637	1441436	3057402	1318048	6429039	2625736	
DRR015822	ERR2710795	0.9073118751023285	3371637	1441436	3057186	1317848	6428823	2625680	
DRR015822	ERR2710797	0.9068567733843196	3371637	1441436	3075729	1324940	6447366	2632116	
DRR015822	ERR2719537	0.9062296210168194	3371637	1441436	3124812	1344908	6496449	2651180	
DRR015822	ERR2719543	0.9041844382962546	3371637	1441436	3275316	1404648	6646953	2707972	
DRR015822	ERR2719551	0.9055330933874275	3371637	1441436	3179043	1366260	6550680	2671528	
